"sku","_links_crosssell_sku"
"BG:0175","VU:0040"
"","VU:0041"
"","VU:0042"
"","VU:0043"
"F:0521","VB:0000"
"","VB:0001"
"","VB:0002"
"F:0522","VB:0001"
"F:0523","VB:0001"
"F:0524","VB:0004"
"","VB:0005"
"","VB:0006"
"","VB:0011"
"","VB:0012"
"F:0525","PU:D:0077"
"","PU:D:0078"
"","PU:D:0079"
"F:0526","PU:D:0077"
"","PU:D:0078"
"","PU:D:0079"
"BG:0176","VB:0000"
"BG:0177","VB:0001"
"BG:0178","VB:0001"
"BG:0179","VB:0001"
"BG:0180","VB:0002"
"BG:0181","VB:0006"
"BG:0182","VB:0005"
"BG:0183","VB:0004"
"BG:0184","VB:0003"
"BG:0185","VB:0003"
"BG:0186","VB:0003"
"BG:0187","VB:0006"
"BG:0188","VB:0004"
"BG:0189","VB:0003"
"BG:0190","VB:0005"
"F:0527","VB:0003"
"","VB:0004"
"","VB:0005"
"","VB:0006"
"","VB:0011"
"","VB:0012"
"F:0528","VB:0003"
"","VB:0004"
"","VB:0005"
"","VB:0006"
"F:0529","VB:0003"
"","VB:0004"
"","VB:0005"
"","VB:0006"
"","VB:0011"
"","VB:0012"
"F:0530","VB:0005"
"F:0531","VB:0005"
"F:0532","VB:0004"
"","VB:0006"
"F:0533","VB:0011"
"BG:0194","VB:0007"
"BG:0195","VB:0008"
"BG:0196","VB:0008"
"BG:0197","VB:0008"
"BG:0198","VB:0010"
"BG:0199","VB:0010"
"BG:0200","VB:0010"
"BG:0201","VC:0034"
"","VC:0041"
"","VC:0042"
"","VC:0043"
"","VC:0056"
"","VC:0057"
"BG:0202","VC:0035"
"","VC:0036"
"","VC:0037"
"","VC:0038"
"","VC:0039"
"","VC:0040"
"","VC:0044"
"","VC:0045"
"","VC:0046"
"","VC:0047"
"","VC:0052"
"","VC:0053"
"","VC:0054"
"","VC:0055"
"BG:0203","VU:0032"
"","VU:0047"
"","VU:0048"
"","VU:0049"
"","VU:0050"
"","VU:0058"
"","VU:0059"
"","VU:0060"
"BG:0204","VU:0045"
"","VU:0051"
"BG:0207","VU:0018"
"BG:0208","VU:0010"
"","VU:0012"
"","VU:0014"
"","VU:0020"
"BG:0209","VU:0020"
"BG:0210","VU:0025"
"","VU:0031"
"BG:0212","VU:0010"
"","VU:0011"
"","VU:0012"
"","VU:0013"
"","VU:0014"
"","VU:0015"
"","VU:0016"
"","VU:0020"
"","VU:0021"
"","VU:0022"
"","VU:0023"
"","VU:0024"
"","VU:0061"
"BG:0213","VU:0006"
"","VU:0007"
"","VU:0008"
"","VU:0009"
