sku,_store,_attribute_set,_type,_category,_root_category,_product_websites,adj_interval_length,adj_max_length,adj_min_length,air_watts,amps,anti_tip_device,attachment_type,bag_electrostatic,bag_fill_style,bag_filter_inc,bag_filter_qty,bag_filtration,bag_layers,bag_type,brand,brush_adjustable,brush_diameter,brush_material,brush_qty,brush_removable,brush_shapes,brush_side_qty,brush_side_size,brush_size,brush_total_qty,bumper_depth,bumper_fit,bumper_size,bumper_width,capacitors,capacity_gal,cfm,charge_time,clean_path_width,color,combo_floor_switch,connection_type,cordless_battery,cordless_runtime,cord_auto_rewind,cord_hook_adjust,cord_management,cost,country_of_manufacture,created_at,custom_design,custom_design_from,custom_design_to,custom_layout_update,decibels,description,diameter,dirt_capacity,discontinued,drive_train,edge_clean,electric,exhaust_cyclonic,exhaust_opening,filter_efficiency,filter_microns,filter_type,filter_washable,filtration_method,fit,flexible,gallery,gearbox,gift_message_available,gtin12_upc,handheld,handle_adjust,handle_carry,handle_ergonomic,handle_folds,handle_swivel,hanger_max_length,hanger_washable,has_options,headlight,height_settings,height_settings_auto,hose_air_relief_valve,hose_crushproof,hose_length_feet,hose_power_switch,hose_type,image,image_label,inc_p_bags,inc_p_carpet_tool,inc_p_crevice_tool,inc_p_dusting_brush,inc_p_extractor_wand,inc_p_floor_tool,inc_p_hose,inc_p_hygiene_cap,inc_p_micro_filter,inc_p_micro_strip,inc_p_misc,inc_p_motor_filter,inc_p_upholstery_tool,inc_p_wand,indicator_bag_full,indicator_brush_obstruction,indicator_dirt_sensor,indicator_filter_replace,indicator_motor_status,indicator_on_off_light,indicator_roller_replace,inlet_auto_on,inlet_connection,inlet_door_style,inlet_lights,inlet_use_trim,maintenance,main_motor_rpm,manufacturer,media_gallery,meta_description,meta_keyword,meta_title,minimal_price,motor_air_discharge,motor_bearing,motor_brush,motor_cobr_material,motor_duty_cycle,motor_electric_conn,motor_fabr_material,motor_fan_diameter,motor_fan_style,motor_fashcoat,motor_frequency,motor_hp,motor_ins_class,motor_name,motor_qty,motor_speeds,motor_stages,motor_temp_high,motor_temp_low,motor_therm_protect,motor_type,motor_watts,movement_power,msrp,msrp_display_actual_price_type,msrp_enabled,muffler_hookup,muffler_shape,name,name_alternative,neck_movement,news_from_date,news_to_date,noise_level,operating_radius_feet,options_container,org_etl_listed,org_gl_approved,org_leed_certified,org_ul_recognized,pad_driver_incl,page_layout,part_model_number,part_store_number,pdf_manuals,pdf_spec_sheet,powerhead_removable,power_control_variable,power_cord_detachable,power_cord_length_feet,power_reset_btn,power_safety_shutoff,power_settings,power_settings_auto,price,product_applications,product_bumper_included,product_family_series,product_finish,product_height_inches,product_length_inches,product_material,product_tool_storage,product_video_youtube_link,product_warranty,product_width_inches,psi,pvc_degree,pvc_style,pvc_type,qty_in_pack,receptacle_type,recovery_capacity,replacement_part,required_options,roller_material,roller_motor,roller_motor_controls,roller_rpm,safety_guard,scraped,sealed_system,short_description,small_image,small_image_label,solution_capacity,special_from_date,special_order,special_price,special_to_date,square_ft,squeegee_width,status,switch_loc,system_type,tax_class_id,thumbnail,thumbnail_label,updated_at,url_key,url_path,utility_valve,visibility,visual_interface_type,voltage,wand_included,waterlift,weight,wet_dry,wet_dry_drain_required,wheels,wheels_swivel,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,_links_related_sku,_links_related_position,_links_crosssell_sku,_links_crosssell_position,_links_upsell_sku,_links_upsell_position,_associated_sku,_associated_default_qty,_associated_position,_tier_price_website,_tier_price_customer_group,_tier_price_qty,_tier_price_price,_group_price_website,_group_price_customer_group,_group_price_price,_media_attribute_id,_media_image,_media_lable,_media_position,_media_is_disabled
VB:0007,,"Backpack Vacuum",simple,,,base,,,,1380.000,8.50,,,,,,,,,,Sanitaire,,,,,,,,,,,,,,,,1.50,120.000,,12.00,Red,,,,,No,No,,,,"2016-04-05 14:15:33",,,,,62.50,test,,,No,,,,,,,,,No,"Premium Allergen",,,,,0,,,,,No,,,,,0,,,,,,,,,,,,"Carpet nozzle","Standard Crevice nozzle","Standard Dusting Brush",,"Bare floor nozzle",3,,,,,,,"Adjustable &lsquo;S&rsquo; wand",No,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,"Use config","Use config",,,"SC412 Backpack",,,,,,0.00,"Product Info Column",,Yes,Yes,Yes,,,SC412,,http://www.thinkvacuums.com/pdf/sc412-guide.pdf,http://www.thinkvacuums.com/pdf/Sanitaire/SC412.pdf,,No,,50.00,,No,0,No,344.8500,,,,,0.00,0.00,,No,,"Two Years- Parts and Labor",0.00,,,,,0,,,,0,,,No,,,,,test,,,,,No,,,,,1,,Bagged,2,,,"2016-04-07 19:14:41",,,No,4,None,0,,0.000,0.0000,,,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
VB:0008,,"Backpack Vacuum",simple,,,base,,,,1380.000,11.50,,,,,,,,,,Sanitaire,,,,,,,,,,,,,,,,2.50,120.000,,12.00,Red,,,,,No,No,,,,"2016-04-05 14:15:33",,,,,70.00,test,,,Yes,,,,,,,,,No,,,,,,0,,,,,No,,,,,0,,,,,,,,,,,,yes,yes,yes,,"Bare Floor Brush",,,,,,,,"1 1/2&quot;",No,,,No,No,,,,,,,,,,Sanitaire,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,"Use config","Use config",,,"SC420 Backpack",,,,,,0.00,"Product Info Column",,Yes,Yes,No,,,SC420,,,http://www.thinkvacuums.com/pdf/Sanitaire/backpack-brochure.pdf,,No,,50.00,,No,0,No,0.0000,,,,,0.00,0.00,,No,,"2 Year Motor",0.00,,,,,0,,,,0,,,No,,,,,test,,,,,No,,,,,1,,Bagged,2,,,"2016-04-07 19:14:41",,,No,4,None,0,,0.000,0.0000,,,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
VB:0009,,"Backpack Vacuum",simple,,,base,,,,1380.000,11.50,,,,,,,,,,Sanitaire,,,,,,,,,,,,,,,,2.50,120.000,,14.00,Black,,,,,No,No,,,,"2016-04-05 14:15:33",,,,,62.50,test,,,No,,,,,,,,,No,,,,,,0,,,,,No,,,,,0,,,,,,,,,,,,yes,yes,yes,,yes,,,,,,,yes,yes,No,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,"Use config","Use config",,,"SC530 Backpack",,,,,,0.00,"Product Info Column",,Yes,Yes,No,,,SC530,,,,,No,,50.00,,No,0,No,284.0000,,,,,0.00,0.00,,No,,"2 year warranty- Parts and Labor",0.00,,,,,0,,,,0,,,No,,,,,test,,,,,No,,,,,1,,Bagged,2,,,"2016-04-07 19:14:41",,,No,4,None,0,,0.000,0.0000,,,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
VB:0010,,"Backpack Vacuum",simple,,,base,,,,0.000,5.00,,,,,,,,,,Sanitaire,,,,,,,,,,,,,,,,2.50,120.000,,14.00,Black,,,,,No,No,,,,"2016-04-05 14:15:33",,,,,62.50,test,,,No,,,,,,,,Cartridge,Yes,HEPA,,,,,0,,,,,No,,,,,0,,,,,,,,,,,,"Carpet Nozzle","Standard Crevice Tool","Standard dusting Brush",,"Bare Floor Brush",5&#039;,,,,,,"Standard Upholstery Tool","1.5in Wide Aluminum Wand",No,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,"Use config","Use config",,,"SC535 Backpack",,,,,,0.00,"Product Info Column",,Yes,Yes,No,,,SC535,,,http://www.thinkvacuums.com/pdf/Sanitaire/backpack-brochure.pdf,,No,,50.00,,No,0,No,298.0000,,,,,0.00,0.00,,No,,"2 year warranty- Parts and Labor",0.00,,,,,0,,,,0,,,No,,,,Yes,test,,,,,No,,,,,1,,Bagged,2,,,"2016-04-07 19:14:41",,,No,4,None,0,,0.000,0.0000,,,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
VB:0011,,"Backpack Vacuum",simple,,,base,,,,864.000,7.20,,,,,,,,,,ProTeam,,,,,,,,,,,,,,,,1.50,106.000,,0.00,Grey,,,,,No,No,,,,"2016-04-05 14:15:33",,,,,68.00,test,,,No,,,,,,,,,No,,,,,,0,,,,,No,,,,,0,,,,,,,,,,,,,17&quot;,3&quot;,,12&quot;,,,,,,,5&quot;,49&quot;,No,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,"Use config","Use config",,,"AviationVac Backpack",,,,,,0.00,"Product Info Column",,No,No,No,,,,,,,,No,,50.00,,No,0,No,0.0000,,,,,0.00,0.00,,No,,"3/3/3/Life warranty - 3 years on parts, labor and motor and life on the molded body parts.",0.00,,,,,0,,,,0,,,No,,,,,test,,,,,Yes,,,,,1,,,2,,,"2016-04-07 19:14:41",,,No,4,None,0,,0.000,0.0000,,,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
VB:0012,,"Backpack Vacuum",simple,"Central Vacuums","Default Category",base,,,,1188,9.90,,,,,,,,,,ProTeam,,,,,,,,,,,,,,,,2.50,150,,0,Grey,,,,,No,No,,,,"2016-04-05 14:15:33",,,,,66.00,test,,,No,,,,,,,,,No,,,,,,0,,,,,No,,,,,0,,,,,,,,,no_selection,,,,17&quot;,3&quot;,,14&quot;,,,,,,,,56&quot;,No,No,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,"Use config","Use config",,,"MegaVac Backpack",,,,,,0,"Product Info Column",,No,No,No,,,,,,,,No,No,50,,No,0,No,0.0000,,,,,0.00,0.00,,No,,"3/3/3/Life warranty - 3 years on parts, labor and motor and life on the molded body parts.",0.00,,,,,0,,,,0,,,No,,,,,test,no_selection,,,,No,,,,,1,,,2,no_selection,,"2016-04-07 19:23:05",megavac-backpack,megavac-backpack.html,No,4,None,0,,0,0.0000,,,,,5.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,"Central Vacuums/Shop By Brand","Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PU:D:0051,,"Power Unit",simple,,,base,,,,562.000,14.40,,,,,,,,,,Purvac,,,,,,,,,,,,,,,,4.00,127.000,,,Blue,,,,,,,,,,"2016-04-05 21:19:20",,,,,60.00,test,,,No,,,,,,,,Caged,No,"Silver Clear/HEPA",,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Domel&#039;s Best Made 6-Fan metal 5.7",0,,0,,,,,,,,"Use config","Use config",,,"Purvac Piranha Power Unit",,,,,,,"Product Info Column",,No,No,No,,,,,,,,,,0.00,,No,,,449.0000,,,,,22.00,12.00,,,,"Limited Lifetime",12.00,,,,,0,,,,0,,,,,,,,test,,,,,No,,,4000,,1,,Hybrid,2,,,"2016-04-07 18:19:22",,,Yes,4,None,120,,120.000,0.0000,No,No,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
PU:D:0054,,"Power Unit",simple,,,base,,,,900.000,15.20,,,,,,,,,,Purvac,,,,,,,,,,,,,,,,9.00,133.000,,,Blue,,,,,,,,,,"2016-04-05 21:19:20",,,,,62.00,test,,,No,,,,,,,,Caged,No,"Silver Clear/HEPA",,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Twin-Domel&#039;s Best Made 12-Fan metal 5.7",0,,0,,,,,,,,"Use config","Use config",,,"Purvac Great White Power Unit",,,,,,,"Product Info Column",,No,No,No,,,,,,,,,,6.00,,No,,,999.0000,,,,,28.00,15.00,,,,"Limited Lifetime",15.00,,,,,0,,,,0,,,,,,,,test,,,,,No,,,12000,,1,,Hybrid,2,,,"2016-04-07 18:19:22",,,Yes,4,None,120,,160.000,0.0000,No,No,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
PU:D:0056,,"Power Unit",simple,,,base,,,,443.000,10.50,,,,,,,,,,Vacuflo,,,,,,,,,,,,,,,,5.50,116.000,,,Black,,,,,,,,,,"2016-04-05 21:19:20",,,,,70.00,test,,,No,,,,,,,,,No,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ametek Lamb 2-Stage",0,,2,,,,,,,,"Use config","Use config",,,"260 Power Unit",,,,,,,"Product Info Column",,No,No,No,,,260,,,,,,,0.00,,No,,,619.0000,,,,,36.38,12.63,,,,"Limited Lifetime",12.63,,,,,0,,,,0,,,,,,,,test,,,,,No,,,3000,,1,,"True Cyclonic",2,,,"2016-04-07 18:19:22",,,No,4,None,120,,112.000,0.0000,No,No,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
PU:D:0057,,"Power Unit",simple,,,base,,,,477.000,13.60,,,,,,,,,,Vacuflo,,,,,,,,,,,,,,,,6.00,114.000,,,Black,,,,,,,,,,"2016-04-05 21:19:20",,,,,60.00,test,,,No,,,,,,,,,No,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ametek Lamb 2-Stage",0,,0,,,,,,,,"Use config","Use config",,,"466Q Power Unit",,,,,,,"Product Info Column",,No,No,No,,,466Q,,,,,,,0.00,,No,,,749.0000,,,,,0.00,0.00,,,,"Limited Lifetime",0.00,,,,,0,,,,0,,,,,,,,test,,,,,No,,,5000,,1,,"True Cyclonic",2,,,"2016-04-07 18:19:22",,,No,4,None,120,,121.000,0.0000,No,No,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
PU:D:0058,,"Power Unit",simple,,,base,,,,535.000,12.00,,,,,,,,,,Vacuflo,,,,,,,,,,,,,,,,6.00,118.000,,,Black,,,,,,,,,,"2016-04-05 21:19:20",,,,,59.70,test,,,No,,,,,,,,,No,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ametek Lamb 2-Stage",0,,2,,,,,,,,"Use config","Use config",,,"566Q Power Unit",,,,,,,"Product Info Column",,No,No,No,,,566Q,,,,,,,0.00,,No,,,0.0000,,,,,40.25,12.63,,,,"Limited Lifetime",12.63,,,,,0,,,,0,,,,,,,,test,,,,,No,,,8000,,1,,"True Cyclonic",2,,,"2016-04-07 18:19:22",,,No,4,None,120,,135.000,0.0000,No,No,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
PU:D:0059,,"Power Unit",simple,,,base,,,,886.000,21.00,,,,,,,,,,Vacuflo,,,,,,,,,,,,,,,,6.00,232.000,,,Black,,,,,,,,,,"2016-04-05 21:19:20",,,,,67.80,test,,,No,,,,,,,,,No,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ametek Lamb 2-Stage",2,,2,,,,,,,,"Use config","Use config",,,"760 Power Unit",,,,,,,"Product Info Column",,No,No,No,,,760,,,,,,,0.00,,No,,,1099.0000,,,,,42.13,12.63,,,,"Limited Lifetime",12.63,,,,,0,,,,0,,,,,,,,test,,,,,No,,,12000,,1,,"True Cyclonic",2,,,"2016-04-07 18:19:22",,,No,4,None,120,,112.000,0.0000,No,No,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
PU:D:0060,,"Power Unit",simple,,,base,,,,990.000,21.00,,,,,,,,,,Vacuflo,,,,,,,,,,,,,,,,13.50,232.000,,,Black,,,,,,,,,,"2016-04-05 21:19:20",,,,,71.00,test,,,No,,,,,,,,,No,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ametek Lamb 2-Stage",2,,2,,,,,,,,"Use config","Use config",,,"960 Power Unit",,,,,,,"Product Info Column",,No,No,No,,,960,,,,,,,0.00,,No,,,1549.0000,,,,,40.50,18.25,,,,"Limited Lifetime",18.25,,,,,0,,,,0,,,,,,,,test,,,,,No,,,18000,,1,,"True Cyclonic",2,,,"2016-04-07 18:19:22",,,No,4,None,120,,125.000,0.0000,No,No,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
PU:D:0095,,"Power Unit",simple,,,base,,,,0.000,6.80,,,,,,,,,,Walvac,,,,,,,,,,,,,,,,0.00,75.000,,,Black,,,,,,,,,,"2016-04-05 21:19:24",,,,,0.00,test,,,No,,,,,,,,,No,"Disposable Bag",,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,"Use config","Use config",,,"542 Stow-A-Vac",,,,,,,"Product Info Column",,No,No,No,,,542,,,,,,,0.00,,No,,,460.9500,,,"Stow A Vac",,13.25,7.00,,,,,12.13,,,,,0,,,,0,,,,,,,,test,,,,,No,,,0,,1,,Bagged,2,,,"2016-04-07 18:19:26",,,No,4,None,110,,80.000,16.0000,No,No,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
PU:D:0151,,"Power Unit",simple,,,base,,,,625.000,0.00,,,,,,,,,,Cana-Vac,,,,,,,,,,,,,,,,6.00,0.000,,,Blue,,,,,,,,,,"2016-04-05 21:19:24",,,,,0.00,test,,,No,,,,,,,,Inverted,No,HEPA,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,"Use config","Use config",,,"CLS-750 Power Unit",,,,,,,"Product Info Column",,No,No,No,,,CLS-750,,,,,,,0.00,,No,,,699.9500,,,,,0.00,0.00,,,,"10 Year Limited Electrical, Limited Lifetime body and gaskets",0.00,,,,,0,,,,0,,,,,,,,test,,,,,No,,,0,,1,,Bagged,2,,,"2016-04-07 18:19:26",,,Yes,4,None,0,,132.000,0.0000,No,No,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
PU:D:0180,,"Power Unit",simple,,,base,,,,0.000,6.80,,,,,,,,,,Walvac,,,,,,,,,,,,,,,,0.00,75.000,,,Black,,,,,,,,,,"2016-04-05 21:19:27",,,,,0.00,test,,,No,,,,,,,,,No,"Disposable Bag",,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,"Use config","Use config",,,"542T Stow-A-Vac",,,,,,,"Product Info Column",,No,No,No,,,542,,,,,,,0.00,,No,,,475.9500,,,"Stow A Vac",,13.25,7.00,,,,,12.13,,,,,0,,,,0,,,,,,,,test,,,,,No,,,0,,1,,Bagged,2,,,"2016-04-07 18:19:29",,,No,4,None,110,,80.000,16.0000,No,No,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
PU:D:0184,,"Power Unit",simple,,,base,,,,492.000,0.00,,,,,,,,,,Husky,,,,,,,,,,,,,,,,0.00,105.600,,,Black,,,,,,,,,,"2016-04-05 21:19:27",,,,,0.00,test,,,No,,,,,,,,,No,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,"Use config","Use config",,,"h2o10 Power Unit",,,,,,,"Product Info Column",,No,No,No,,,H10-130I-EU-W,,,,,,,0.00,,No,,,0.0000,,,,,39.00,14.00,,,,,14.00,,,,,0,,,,0,,,,,,,,test,,,,,No,,,,,1,,"True Cyclonic",2,,,"2016-04-07 18:19:29",,,Yes,4,None,0,,0.000,0.0000,No,No,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
PU:D:0185,,"Power Unit",simple,,,base,,,,1050.000,0.00,,,,,,,,,,Husky,,,,,,,,,,,,,,,,0.00,196.000,,,Black,,,,,,,,,,"2016-04-05 21:19:27",,,,,0.00,test,,,No,,,,,,,,,No,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,"Use config","Use config",,,"h2o20 Power Unit",,,,,,,"Product Info Column",,No,No,No,,,H20-190I-EU-W,,,,,,,0.00,,No,,,0.0000,,,,,39.00,14.00,,,,,14.00,,,,,0,,,,0,,,,,,,,test,,,,,No,,,,,1,,,2,,,"2016-04-07 18:19:29",,,No,4,None,0,,0.000,0.0000,No,No,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
PU:D:0186,,"Power Unit",simple,,,base,,,,550.000,0.00,,,,,,,,,,Husky,,,,,,,,,,,,,,,,2.72,115.000,,,Black,,,,,,,,,,"2016-04-05 21:19:27",,,,,70.00,test,,,No,,,,,,,,,No,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,"Use config","Use config",,,"Eco Power Unit",,,,,,,"Product Info Column",,No,No,No,,,ECO-150I-NA-H,,,,,,,0.00,,No,,,0.0000,,,Eco,,18.70,11.61,,,,,11.61,,,,,0,,,,0,,,,,,,,test,,,,,No,,,,,1,,Bagged,2,,,"2016-04-07 18:19:29",,,No,4,None,120,,123.200,0.0000,No,No,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
PU:D:0187,,"Power Unit",simple,,,base,,,,602.000,0.00,,,,,,,,,,Husky,,,,,,,,,,,,,,,,2.72,13.700,,,Silver,,,,,,,,,,"2016-04-05 21:19:27",,,,,62.00,test,,,No,,,,,,,,Caged,Yes,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,"Use config","Use config",,,"Nanook Power Unit",,,,,,,"Product Info Column",,No,No,No,,,NNK-155I-NA-H,,,,,,,0.00,,No,,,0.0000,,,Nanook,,19.30,11.80,,,,,11.80,,,,,0,,,,0,,,,,,,,test,,,,,No,,,,,1,,Bagged,2,,,"2016-04-07 18:19:29",,,No,4,None,120,,133.600,0.0000,No,No,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
PU:D:0188,,"Power Unit",simple,,,base,,,,602.000,0.00,,,,,,,,,,Husky,,,,,,,,,,,,,,,,2.72,133.700,,,Silver,,,,,,,,,,"2016-04-05 21:19:27",,,,,62.00,test,,,No,,,,,,,,Caged,Yes,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,"Use config","Use config",,,"Sprint Power Unit",,,,,,,"Product Info Column",,No,No,No,,,NNK-155I-NA-H,,,,,,,0.00,,No,,,0.0000,,,Sprint,,19.30,11.80,,,,,11.80,,,,,0,,,,0,,,,,,,,test,,,,,No,,,,,1,,Bagged,2,,,"2016-04-07 18:19:29",,,No,4,None,120,,133.600,0.0000,No,No,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
VU:0000,,"Upright Vacuum",simple,,,base,,,,0.000,11.30,No,,,,,,,,,Sanitaire,,,,,,,,,,,,,,,,1.00,119.000,,13.00,Black,,,,,No,No,,,,"2016-04-06 14:22:55",,,,,67.00,test,,,Yes,,,,,,,,,No,,,,,,0,,,No,,No,,,,,0,No,0,No,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,"Use config","Use config",,,"SC9150-B Upright",,,,,,0.00,"Product Info Column",,Yes,Yes,No,,,SC9150-B,,,,No,No,,50.00,,No,0,No,237.9500,,No,,,0.00,0.00,,No,,,0.00,,,,,0,,,,0,,No,No,0,,No,,test,,,,,No,,,,,1,,Bagged,2,,,"2016-04-13 16:51:15",,,No,4,None,0,,0.000,0.0000,,,,No,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
