sku,_store,_attribute_set,_type,_category,_root_category,_product_websites,adj_interval_length,adj_max_length,adj_min_length,air_watts,amps,anti_tip_device,attachment_type,bag_electrostatic,bag_fill_style,bag_filter_inc,bag_filter_qty,bag_filtration,bag_layers,bag_type,brand,brush_adjustable,brush_diameter,brush_material,brush_qty,brush_removable,brush_shapes,brush_side_qty,brush_side_size,brush_size,brush_total_qty,bumper_depth,bumper_fit,bumper_size,bumper_width,capacitors,capacity_gal,cfm,charge_time,clean_path_width,color,combo_floor_switch,connection_type,cordless_battery,cordless_runtime,cord_auto_rewind,cord_hook_adjust,cord_management,cost,country_of_manufacture,created_at,custom_design,custom_design_from,custom_design_to,custom_layout_update,decibels,description,diameter,dirt_capacity,discontinued,drive_train,edge_clean,electric,exhaust_cyclonic,exhaust_opening,filter_efficiency,filter_microns,filter_type,filter_washable,filtration_method,fit,flexible,gallery,gearbox,gift_message_available,gtin12_upc,handheld,handle_adjust,handle_carry,handle_ergonomic,handle_folds,handle_swivel,hanger_max_length,hanger_washable,has_options,headlight,height_settings,height_settings_auto,hose_air_relief_valve,hose_crushproof,hose_length_feet,hose_power_switch,hose_type,image,image_label,inc_p_bags,inc_p_carpet_tool,inc_p_crevice_tool,inc_p_dusting_brush,inc_p_extractor_wand,inc_p_floor_tool,inc_p_hose,inc_p_hygiene_cap,inc_p_micro_filter,inc_p_micro_strip,inc_p_misc,inc_p_motor_filter,inc_p_upholstery_tool,inc_p_wand,indicator_bag_full,indicator_brush_obstruction,indicator_dirt_sensor,indicator_filter_replace,indicator_motor_status,indicator_on_off_light,indicator_roller_replace,inlet_auto_on,inlet_connection,inlet_door_style,inlet_lights,inlet_use_trim,maintenance,main_motor_rpm,manufacturer,media_gallery,meta_description,meta_keyword,meta_title,minimal_price,motor_air_discharge,motor_bearing,motor_brush,motor_cobr_material,motor_duty_cycle,motor_electric_conn,motor_fabr_material,motor_fan_diameter,motor_fan_style,motor_fashcoat,motor_frequency,motor_hp,motor_ins_class,motor_name,motor_qty,motor_speeds,motor_stages,motor_temp_high,motor_temp_low,motor_therm_protect,motor_type,motor_watts,movement_power,msrp,msrp_display_actual_price_type,msrp_enabled,muffler_hookup,muffler_shape,name,name_alternative,neck_movement,news_from_date,news_to_date,noise_level,operating_radius_feet,options_container,org_etl_listed,org_gl_approved,org_leed_certified,org_ul_recognized,pad_driver_incl,page_layout,part_model_number,part_store_number,pdf_manuals,pdf_spec_sheet,powerhead_removable,power_control_variable,power_cord_detachable,power_cord_length_feet,power_reset_btn,power_safety_shutoff,power_settings,power_settings_auto,price,product_applications,product_bumper_included,product_family_series,product_finish,product_height_inches,product_length_inches,product_material,product_tool_storage,product_video_youtube_link,product_warranty,product_width_inches,psi,pvc_degree,pvc_style,pvc_type,qty_in_pack,receptacle_type,recovery_capacity,replacement_part,required_options,roller_material,roller_motor,roller_motor_controls,roller_rpm,safety_guard,scraped,sealed_system,short_description,small_image,small_image_label,solution_capacity,special_from_date,special_order,special_price,special_to_date,square_ft,squeegee_width,status,switch_loc,system_type,tax_class_id,thumbnail,thumbnail_label,updated_at,url_key,url_path,utility_valve,visibility,visual_interface_type,voltage,wand_included,waterlift,weight,wet_dry,wet_dry_drain_required,wheels,wheels_swivel,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,_links_related_sku,_links_related_position,_links_crosssell_sku,_links_crosssell_position,_links_upsell_sku,_links_upsell_position,_associated_sku,_associated_default_qty,_associated_position,_tier_price_website,_tier_price_customer_group,_tier_price_qty,_tier_price_price,_group_price_website,_group_price_customer_group,_group_price_price,_media_attribute_id,_media_image,_media_lable,_media_position,_media_is_disabled
F:0097,,Filters,simple,,,base,,,,,,,,,,,,,,,Eureka,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,"2016-04-12 21:43:03",,,,,,test,,,No,,,,,,,,,No,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use config","Use config",,,"DCF-23 Dust Cup Filter",,,,,,,"Product Info Column",,No,No,No,,,68947,,,,,,,,,,,,19.9900,,,,,0.00,0.00,,,,,0.00,,,,,0,,,,0,,,,,,No,,test,,,,,No,,,,,1,,,2,,,"2016-04-13 16:52:04",,,,4,,,,,0.0000,,,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
F:0098,,Filters,simple,,,base,,,,,,,,,,,,,,,Eureka,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,"2016-04-12 21:43:03",,,,,,test,,,No,,,,,,,,,No,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use config","Use config",,,"DCF-24 Dust Cup Filter",,,,,,,"Product Info Column",,No,No,No,,,68950,,,,,,,,,,,,19.9900,,,,,0.00,0.00,,,,,0.00,,,,,0,,,,0,,,,,,No,,test,,,,,No,,,,,1,,,2,,,"2016-04-13 16:52:04",,,,4,,,,,0.0000,,,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
F:0099,,Filters,simple,,,base,,,,,,,,,,,,,,,Eureka,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,"2016-04-12 21:43:03",,,,,,test,,,No,,,,,,,,,Yes,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use config","Use config",,,"DCF-25 Washable Dust Cup Filter",,,,,,,"Product Info Column",,No,No,No,,,67600,,,,,,,,,,,,19.9900,,,,,0.00,0.00,,,,,0.00,,,,,0,,,,0,,,,,,No,,test,,,,,No,,,,,1,,,2,,,"2016-04-13 16:52:04",,,,4,,,,,0.0000,,,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
F:0100,,Filters,simple,,,base,,,,,,,,,,,,,,,Eureka,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,"2016-04-12 21:43:05",,,,,,test,,,No,,,,,,,,,Yes,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use config","Use config",,,"DCF-26 Washable Dust Cup Filter",,,,,,,"Product Info Column",,No,No,No,,,68465A,,,,,,,,,,,,11.4900,,,,,0.00,0.00,,,,,0.00,,,,,0,,,,0,,,,,,No,,test,,,,,No,,,,,1,,,2,,,"2016-04-13 16:52:06",,,,4,,,,,0.0000,,,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
F:0101,,Filters,simple,,,base,,,,,,,,,,,,,,,Eureka,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,"2016-04-12 21:43:05",,,,,,test,,,No,,,,,,,,,No,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use config","Use config",,,"DCF-3 Dust Cup Filter",,,,,,,"Product Info Column",,No,No,No,,,62136A,,,,,,,,,,,,25.9900,,,,,0.00,0.00,,,,,0.00,,,,,0,,,,0,,,,,,No,,test,,,,,No,,,,,1,,,2,,,"2016-04-13 16:52:06",,,,4,,,,,0.0000,,,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
F:0102,,Filters,simple,,,base,,,,,,,,,,,,,,,Eureka,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,"2016-04-12 21:43:05",,,,,,test,,,No,,,,,,,,,No,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use config","Use config",,,"DCF-4 &amp; DCF-18 Washable Dust Cup Filter",,,,,,,"Product Info Column",,No,No,No,,,63073C,,,,,,,,,,,,23.9900,,,,,0.00,0.00,,,,,0.00,,,,,0,,,,0,,,,,,No,,test,,,,,No,,,,,1,,,2,,,"2016-04-13 16:52:06",,,,4,,,,,0.0000,,,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
F:0103,,Filters,simple,,,base,,,,,,,,,,,,,,,Eureka,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,"2016-04-12 21:43:05",,,,,,test,,,No,,,,,,,,,No,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use config","Use config",,,"DCF-5 Dust Cup Filter",,,,,,,"Product Info Column",,No,No,No,,,62130B,,,,,,,,,,,,16.9900,,,,,0.00,0.00,,,,,0.00,,,,,0,,,,0,,,,,,No,,test,,,,,No,,,,,1,,,2,,,"2016-04-13 16:52:06",,,,4,,,,,0.0000,,,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
F:0104,,Filters,simple,,,base,,,,,,,,,,,,,,,Eureka,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,"2016-04-12 21:43:05",,,,,,test,,,No,,,,,,,,,No,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use config","Use config",,,"DCF-9 Dust Cup Filter",,,,,,,"Product Info Column",,No,No,No,,,74482A,,,,,,,,,,,,20.9900,,,,,0.00,0.00,,,,,0.00,,,,,0,,,,0,,,,,,No,,test,,,,,No,,,,,1,,,2,,,"2016-04-13 16:52:06",,,,4,,,,,0.0000,,,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
F:0105,,Filters,simple,,,base,,,,,,,,,,,,,,,Eureka,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,"2016-04-12 21:43:05",,,,,,test,,,No,,,,,,,,,No,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use config","Use config",,,"37466-1 Dust Cup Filter",,,,,,,"Product Info Column",,No,No,No,,,37466-1,,,,,,,,,,,,11.4900,,,,,0.00,0.00,,,,,0.00,,,,,0,,,,0,,,,,,No,,test,,,,,No,,,,,1,,,2,,,"2016-04-13 16:52:06",,,,4,,,,,0.0000,,,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
F:0106,,Filters,simple,,,base,,,,,,,,,,,,,,,Eureka,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,"2016-04-12 21:43:05",,,,,,test,,,No,,,,,,,,,No,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use config","Use config",,,"500333046020 Dust Cup Filter",,,,,,,"Product Info Column",,No,No,No,,,500333046020,,,,,,,,,,,,7.9900,,,,,0.00,0.00,,,,,0.00,,,,,0,,,,0,,,,,,No,,test,,,,,No,,,,,1,,,2,,,"2016-04-13 16:52:06",,,,4,,,,,0.0000,,,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
F:0107,,Filters,simple,,,base,,,,,,,,,,,,,,,Eureka,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,"2016-04-12 21:43:05",,,,,,test,,,No,,,,,,,,,No,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use config","Use config",,,"86051 Dust Cup Filter",,,,,,,"Product Info Column",,No,No,No,,,86051,,,,,,,,,,,,14.4900,,,,,0.00,0.00,,,,,0.00,,,,,0,,,,0,,,,,,No,,test,,,,,No,,,,,1,,,2,,,"2016-04-13 16:52:06",,,,4,,,,,0.0000,,,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
F:0108,,Filters,simple,,,base,,,,,,,,,,,,,,,Eureka,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,"2016-04-12 21:43:05",,,,,,test,,,No,,,,,,,,,No,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use config","Use config",,,"87737 Dust Cup Filter",,,,,,,"Product Info Column",,No,No,No,,,87737,,,,,,,,,,,,7.9900,,,,,0.00,0.00,,,,,0.00,,,,,0,,,,0,,,,,,No,,test,,,,,No,,,,,1,,,2,,,"2016-04-13 16:52:06",,,,4,,,,,0.0000,,,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
F:0109,,Filters,simple,,,base,,,,,,,,,,,,,,,Eureka,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,"2016-04-12 21:43:05",,,,,,test,,,No,,,,,,,,Foam,Yes,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use config","Use config",,,"G5330320004 Dust Cup Foam Filter",,,,,,,"Product Info Column",,No,No,No,,,G5330320004,,,,,,,,,,,,7.9900,,,,,0.00,0.00,,,,,0.00,,,,,0,,,,0,,,,,,No,,test,,,,,No,,,,,1,,,2,,,"2016-04-13 16:52:06",,,,4,,,,,0.0000,,,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
F:0110,,Filters,simple,,,base,,,,,,,,,,,,,,,Eureka,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,"2016-04-12 21:43:05",,,,,,test,,,No,,,,,,,,,No,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use config","Use config",,,"EF-5 Exhaust Filter",,,,,,,"Product Info Column",,No,No,No,,,68956,,,,,,,,,,,,15.9900,,,,,0.00,0.00,,,,,0.00,,,,,0,,,,0,,,,,,No,,test,,,,,No,,,,,1,,,2,,,"2016-04-13 16:52:06",,,,4,,,,,0.0000,,,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
F:0111,,Filters,simple,,,base,,,,,,,,,,,,,,,Eureka,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,"2016-04-12 21:43:05",,,,,,test,,,No,,,,,,,,,No,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use config","Use config",,,"EF-6 Exhaust Filter",,,,,,,"Product Info Column",,No,No,No,,,69963,,,,,,,,,,,,18.9900,,,,,0.00,0.00,,,,,0.00,,,,,0,,,,0,,,,,,No,,test,,,,,No,,,,,1,,,2,,,"2016-04-13 16:52:06",,,,4,,,,,0.0000,,,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
F:0112,,Filters,simple,,,base,,,,,,,,,,,,,,,Eureka,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,"2016-04-12 21:43:05",,,,,,test,,,No,,,,,,,,,No,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use config","Use config",,,"EF-7 Exhaust Filter",,,,,,,"Product Info Column",,No,No,No,,,68657,,,,,,,,,,,,12.9900,,,,,0.00,0.00,,,,,0.00,,,,,0,,,,0,,,,,,No,,test,,,,,No,,,,,1,,,2,,,"2016-04-13 16:52:06",,,,4,,,,,0.0000,,,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
F:0113,,Filters,simple,,,base,,,,,,,,,,,,,,,Eureka,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,"2016-04-12 21:43:05",,,,,,test,,,No,,,,,,,,,No,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use config","Use config",,,"37710-1 Exhaust Filter",,,,,,,"Product Info Column",,No,No,No,,,37710-1,,,,,,,,,,,,9.4900,,,,,0.00,0.00,,,,,0.00,,,,,0,,,,0,,,,,,No,,test,,,,,No,,,,,1,,,2,,,"2016-04-13 16:52:06",,,,4,,,,,0.0000,,,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
F:0114,,Filters,simple,,,base,,,,,,,,,,,,,,,Eureka,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,"2016-04-12 21:43:05",,,,,,test,,,No,,,,,,,,,No,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use config","Use config",,,"38755 Exhaust Filter",,,,,,,"Product Info Column",,No,No,No,,,38755,,,,,,,,,,,,8.4900,,,,,0.00,0.00,,,,,0.00,,,,,0,,,,0,,,,,,No,,test,,,,,No,,,,,1,,,2,,,"2016-04-13 16:52:06",,,,4,,,,,0.0000,,,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
F:0115,,Filters,simple,,,base,,,,,,,,,,,,,,,Eureka,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,"2016-04-12 21:43:05",,,,,,test,,,No,,,,,,,,,No,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use config","Use config",,,"39483 Exhaust Filter",,,,,,,"Product Info Column",,No,No,No,,,39483,,,,,,,,,,,,9.4900,,,,,0.00,0.00,,,,,0.00,,,,,0,,,,0,,,,,,No,,test,,,,,No,,,,,1,,,2,,,"2016-04-13 16:52:06",,,,4,,,,,0.0000,,,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
F:0116,,Filters,simple,,,base,,,,,,,,,,,,,,,Eureka,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,"2016-04-12 21:43:05",,,,,,test,,,No,,,,,,,,,No,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use config","Use config",,,"210A-DFA-01 Filter",,,,,,,"Product Info Column",,No,No,No,,,210A-DFA-01,,,,,,,,,,,,21.9900,,,,,0.00,0.00,,,,,0.00,,,,,0,,,,0,,,,,,No,,test,,,,,No,,,,,1,,,2,,,"2016-04-13 16:52:06",,,,4,,,,,0.0000,,,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
F:0117,,Filters,simple,,,base,,,,,,,,,,,,,,,Eureka,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,"2016-04-12 21:43:05",,,,,,test,,,No,,,,,,,,,No,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use config","Use config",,,"22519-S Filter",,,,,,,"Product Info Column",,No,No,No,,,22519-S,,,,,,,,,,,,8.4900,,,,,0.00,0.00,,,,,0.00,,,,,0,,,,0,,,,,,No,,test,,,,,No,,,,,1,,,2,,,"2016-04-13 16:52:06",,,,4,,,,,0.0000,,,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
F:0118,,Filters,simple,,,base,,,,,,,,,,,,,,,Eureka,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,"2016-04-12 21:43:05",,,,,,test,,,No,,,,,,,,,No,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use config","Use config",,,"22520-H Filter",,,,,,,"Product Info Column",,No,No,No,,,22520-H,,,,,,,,,,,,8.4900,,,,,0.00,0.00,,,,,0.00,,,,,0,,,,0,,,,,,No,,test,,,,,No,,,,,1,,,2,,,"2016-04-13 16:52:06",,,,4,,,,,0.0000,,,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
F:0119,,Filters,simple,,,base,,,,,,,,,,,,,,,Eureka,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,"2016-04-12 21:43:05",,,,,,test,,,No,,,,,,,,,No,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use config","Use config",,,"60541 Filter",,,,,,,"Product Info Column",,No,No,No,,,60541,,,,,,,,,,,,13.4900,,,,,0.00,0.00,,,,,0.00,,,,,0,,,,0,,,,,,No,,test,,,,,No,,,,,1,,,2,,,"2016-04-13 16:52:06",,,,4,,,,,0.0000,,,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
F:0120,,Filters,simple,,,base,,,,,,,,,,,,,,,Eureka,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,"2016-04-12 21:43:05",,,,,,test,,,No,,,,,,,,,No,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use config","Use config",,,"83659-1 Filter Screen",,,,,,,"Product Info Column",,No,No,No,,,83659-1,,,,,,,,,,,,12.4900,,,,,0.00,0.00,,,,,0.00,,,,,0,,,,0,,,,,,No,,test,,,,,No,,,,,1,,,2,,,"2016-04-13 16:52:06",,,,4,,,,,0.0000,,,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
F:0121,,Filters,simple,,,base,,,,,,,,,,,,,,,Eureka,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,"2016-04-12 21:43:05",,,,,,test,,,No,,,,,,,,,No,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use config","Use config",,,"VCP1002-10-28 Filter",,,,,,,"Product Info Column",,No,No,No,,,VCP1002-10-28,,,,,,,,,,,,8.9900,,,,,0.00,0.00,,,,,0.00,,,,,0,,,,0,,,,,,No,,test,,,,,No,,,,,1,,,2,,,"2016-04-13 16:52:06",,,,4,,,,,0.0000,,,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
F:0122,,Filters,simple,,,base,,,,,,,,,,,,,,,Eureka,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,"2016-04-12 21:43:05",,,,,,test,,,No,,,,,,,,,No,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use config","Use config",,,"61262 Final Filter",,,,,,,"Product Info Column",,No,No,No,,,61262,,,,,,,,,,,,13.4900,,,,,0.00,0.00,,,,,0.00,,,,,0,,,,0,,,,,,No,,test,,,,,No,,,,,1,,,2,,,"2016-04-13 16:52:06",,,,4,,,,,0.0000,,,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
F:0123,,Filters,simple,,,base,,,,,,,,,,,,,,,Eureka,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,"2016-04-12 21:43:05",,,,,,test,,,No,,,,,,,,,No,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Use config","Use config",,,"61895 Final Filter",,,,,,,"Product Info Column",,No,No,No,,,61895,,,,,,,,,,,,9.4900,,,,,0.00,0.00,,,,,0.00,,,,,0,,,,0,,,,,,No,,test,,,,,No,,,,,1,,,2,,,"2016-04-13 16:52:06",,,,4,,,,,0.0000,,,,,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,1.0000,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
